class,tweet,cleaned_text
0,Thee Bears are trash tho...,"['thee', 'bears', 'are', 'trash', 'tho']"
0,RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?,"['should', 'of', 'been', 'cork', 'sole', 'rt', 'why', 'is', 'there', 'no', 'cork', 'on', 'the', 'wtl', 'xi']"
0,RT @FoodPornsx: Oreo ice cream. ~ http://t.co/thrkAobdVj,"['oreo', 'ice', 'cream', 'http', 'co', 'thrkaobdvj']"
0,&#9733; BEST ASIAN MASSAGE ON THE park slope --TOP RATED SPA &#9733; 718-622-0221 - 24 http://t.co/1xTCOome3v,"['co', 'xtcoome']"
0,"RT @BleacherReport: VIDEO: &#8220;Don&#8217;t hurt yourself!&#8221; @kobebryant hits a jumper over a rookie, proceeds to talk trash http://t.co/m8l0nvAim2 ht&#8230;","['video', 'don', 'hurt', 'yourself', 'hits', 'jumper', 'over', 'rookie', 'proceeds', 'to', 'talk', 'trash', 'http', 'co', 'nvaim', 'ht']"
1,@HOMELESSBITCH Can I bitch about not having smoke??,"['can', 'bitch', 'about', 'not', 'having', 'smoke']"
1,RT @MILLYvanillyy_: Noooo let me tell yall .... Some bitches in baltimore be ratchetttttt .,"['noooo', 'let', 'me', 'tell', 'yall', 'some', 'bitches', 'in', 'baltimore', 'be', 'ratchetttttt']"
0,RT @ChildishGarbino: Part of my cousin Danny's Yankee Swap. Pretty hilarious. Very clever. And very Danny. @danvii http://t.co/FKdEYzqT,"['part', 'of', 'my', 'cousin', 'danny', 'yankee', 'swap', 'pretty', 'hilarious', 'very', 'clever', 'and', 'very', 'danny', 'http', 'co', 'fkdeyzqt']"
1,RT @ilywhitesiders: Jacob needs to stop being a little bitch and follow me on Instagram,"['jacob', 'needs', 'to', 'stop', 'being', 'little', 'bitch', 'and', 'follow', 'me', 'on', 'instagram']"
0,RT @TheeGreekGod: Soulja boy trash now but I'm not gonna act like I never cranked that superman.,"['soulja', 'boy', 'trash', 'now', 'but', 'not', 'gonna', 'act', 'like', 'never', 'cranked', 'that', 'superman']"
1,@maycie32 do you mean you were too distracted by being a bitch ? :)),[]
1,@Barbod6FCB. Wigga wigga wigga wigga wigga,"['wigga', 'wigga', 'wigga', 'wigga', 'wigga']"
0,Cheer up Charlie.,"['cheer', 'up', 'charlie']"
1,I talk to these bitches like I really do care.,"['talk', 'to', 'these', 'bitches', 'like', 'really', 'do', 'care']"
1,RT @cassidy_kelsey: Now you just reminded me why I hate you. #bitch #cantstandyou,"['now', 'you', 'just', 'reminded', 'me', 'why', 'hate', 'you', 'bitch', 'cantstandyou']"
0,"@EASPORTSFIFA next update, would be AMAZIN if two celebrations were added. 1: Shirt off ( we'll take the yellow) and 2: The RKO","['shirt', 'off', 'we', 'll', 'take', 'the', 'yellow', 'and', 'the', 'rko']"
0,@Mathanugg You mean the one I colored with crayons isn't copacetic?,"['you', 'mean', 'the', 'one', 'colored', 'with', 'crayons', 'isn', 'copacetic']"
1,&#8220;@SouthsideVic: What if pussy treated condoms like cars treat seatbelts and kept beeping until u put it on?&#8221; &#128514;&#128514;,"['what', 'if', 'pussy', 'treated', 'condoms', 'like', 'cars', 'treat', 'seatbelts', 'and', 'kept', 'beeping', 'until', 'put', 'it', 'on']"
1,@mzkimberz I called you hoe lol,"['called', 'you', 'hoe', 'lol']"
1,getting every dolla out this bitch,"['getting', 'every', 'dolla', 'out', 'this', 'bitch']"
0,Majority of it is trash anyway.,"['majority', 'of', 'it', 'is', 'trash', 'anyway']"
0,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;","['today', 'in', 'charlie', 'wilson', 'left', 'office', 'should', 'be', 'ranked', 'alongside', 'lech', 'wa', 'sa', 'for', 'his', 'role', 'in', 'defeating', 'communism']"
1,@GforGent bitch what happen to comin thru,"['bitch', 'what', 'happen', 'to', 'comin', 'thru']"
1,Bad bitch pussy aquafina call her Crystalina,"['bad', 'bitch', 'pussy', 'aquafina', 'call', 'her', 'crystalina']"
0,"RT @kyle_park: ""You've got to have smelt a lot of manure before you can sing like a hillbilly."" #HankWilliams http://t.co/XKwON1L0nB","['you', 've', 'got', 'to', 'have', 'smelt', 'lot', 'of', 'manure', 'before', 'you', 'can', 'sing', 'like', 'hillbilly', 'hankwilliams', 'http', 'co', 'xkwon', 'nb']"
1,Putin making @BarackObama look like a bitch on foreign policy.,"['putin', 'making', 'look', 'like', 'bitch', 'on', 'foreign', 'policy']"
0,RT @godlevelshit510: Why Adonnis look like he bout to sell the most ghetto used cars of 2014 ? http://t.co/icjCf6km8V,"['why', 'adonnis', 'look', 'like', 'he', 'bout', 'to', 'sell', 'the', 'most', 'ghetto', 'used', 'cars', 'of', 'http', 'co', 'icjcf', 'km']"
0,being up at 5am cuz your cat meowed at a nocturnal bird is the ultimate #toughbreak,"['being', 'up', 'at', 'am', 'cuz', 'your', 'cat', 'meowed', 'at', 'nocturnal', 'bird', 'is', 'the', 'ultimate', 'toughbreak']"
0,This music is trash,"['this', 'music', 'is', 'trash']"
1,"Been sleeping toooooo much, fuck it ima enjoy it before i start working 2 jobs like a hoe haha","['been', 'sleeping', 'toooooo', 'much', 'fuck', 'it', 'ima', 'enjoy', 'it', 'before', 'start', 'working', 'jobs', 'like', 'hoe', 'haha']"
1,"Jameis Winston got benched for standing on a table and saying ""Fuck her right in her pussy"".

The irony is so deep you can use a shovel.","['jameis', 'winston', 'got', 'benched', 'for', 'standing', 'on', 'table', 'and', 'saying', 'fuck', 'her', 'right', 'in', 'her', 'pussy', 'the', 'irony', 'is', 'so', 'deep', 'you', 'can', 'use', 'shovel']"
1,Fuck niggah add it up..&gt;&gt;&gt;,"['fuck', 'niggah', 'add', 'it', 'up', 'gt', 'gt', 'gt']"
1,fags god damn,"['fags', 'god', 'damn']"
0,RT @KianteDevuan_: Beautiful smiles and colored eyes&#128525;,"['beautiful', 'smiles', 'and', 'colored', 'eyes']"
1,yo hoe will get slayed . &#128298;&#128298;,"['yo', 'hoe', 'will', 'get', 'slayed']"
1,RT @joshuaxallen_: #tbt Halloween 2011 a spoopy hoe and her pimp daddy http://t.co/oQVP80EGhx,"['tbt', 'halloween', 'spoopy', 'hoe', 'and', 'her', 'pimp', 'daddy', 'http', 'co', 'oqvp', 'eghx']"
0,International police operation disrupts Shylock banking Trojan - Computerworld: The GuardianInternational poli... http://t.co/zIBNJMIILJ,"['the', 'poli', 'http', 'co', 'zibnjmiilj']"
1,I've told those bitches at the dentist about my gums receding for the past fuckin year and now they wanna warn me about it,"['ve', 'told', 'those', 'bitches', 'at', 'the', 'dentist', 'about', 'my', 'gums', 'receding', 'for', 'the', 'past', 'fuckin', 'year', 'and', 'now', 'they', 'wanna', 'warn', 'me', 'about', 'it']"
0,@Hovaa_ your pet zebra. stripey?,"['your', 'pet', 'zebra', 'stripey']"
1,Well isnt that a bitch 2 wildcards are going to the #WorldSeries,"['well', 'isnt', 'that', 'bitch', 'wildcards', 'are', 'going', 'to', 'the', 'worldseries']"
0,A Yankee win makes any day better.,"['yankee', 'win', 'makes', 'any', 'day', 'better']"
0,"RT @TheStrangeLog: Nerf the hell out of birds, they no longer attack you at long range, lower damage, don&#8217;t follow you forever.","['nerf', 'the', 'hell', 'out', 'of', 'birds', 'they', 'no', 'longer', 'attack', 'you', 'at', 'long', 'range', 'lower', 'damage', 'don', 'follow', 'you', 'forever']"
1,"Got the Vector Job, bitch.","['got', 'the', 'vector', 'job', 'bitch']"
0,"""OVO"" &#8220;@Allthingsfresh3: &amp; kendrick lamar still trash&#8221;","['amp', 'kendrick', 'lamar', 'still', 'trash']"
0,RT @MajorNews911: NBC News projects Charlie Baker (R) wins Massachusetts Governor. http://t.co/Su9JblPLrO,"['nbc', 'news', 'projects', 'charlie', 'baker', 'wins', 'massachusetts', 'governor', 'http', 'co', 'su', 'jblplro']"
1,"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat","['ware', 'da', 'colored', 'elite', 'meet', 'to', 'eat']"
1,"@politsoutherner @leahmeyer49 
Yeah, I'd want to shoot the son of a bitch myself. LOL","['yeah', 'want', 'to', 'shoot', 'the', 'son', 'of', 'bitch', 'myself', 'lol']"
1,&#8220;@salsteelo: I got 1 felony!!!&#8221; I got bitches,"['got', 'felony', 'got', 'bitches']"
1,Run it in her pussy like a crash dummy.,"['run', 'it', 'in', 'her', 'pussy', 'like', 'crash', 'dummy']"
1,RT @GLODEH: Her shitty booty ass talm about its a prep rally. How bitch how? What y'all preparing for? &#128514;&#128514;&#128514;,"['her', 'shitty', 'booty', 'ass', 'talm', 'about', 'its', 'prep', 'rally', 'how', 'bitch', 'how', 'what', 'all', 'preparing', 'for']"
1,RT @PRAYINGFORHEAD: every time bobby bitch comes on https://t.co/VHR6vZ8ZR1,"['every', 'time', 'bobby', 'bitch', 'comes', 'on', 'https', 'co', 'vhr', 'vz', 'zr']"
0,"RT @JohnnyFootbalI: Yeah Kaepernick might have biceps like a Greek God, but the dude looks like he was conceived by a Proboscis monkey http&#8230;","['yeah', 'kaepernick', 'might', 'have', 'biceps', 'like', 'greek', 'god', 'but', 'the', 'dude', 'looks', 'like', 'he', 'was', 'conceived', 'by', 'proboscis', 'monkey', 'http']"
1,RT @coldcACE: @1MarKus_A he knows game. He's just gonna make it as small of a loss as possible.she was 1 of Don Juan hoes off jump http://t&#8230;,"['he', 'knows', 'game', 'he', 'just', 'gonna', 'make', 'it', 'as', 'small', 'of', 'loss', 'as', 'possible', 'she', 'was', 'of', 'don', 'juan', 'hoes', 'off', 'jump', 'http']"
0,RT @juicygenie: Sheryl crow be my mom,"['sheryl', 'crow', 'be', 'my', 'mom']"
0,@ChrisTrondsen @IM5band #askim5 would you rather drink squirrel pee or Johnny Depp's wig in Charlie and the Chocolate Factory?,"['askim', 'would', 'you', 'rather', 'drink', 'squirrel', 'pee', 'or', 'johnny', 'depp', 'wig', 'in', 'charlie', 'and', 'the', 'chocolate', 'factory']"
0,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant","['wow', 'charlie', 'strong', 'is', 'cleaning', 'house', 'might', 'be', 'upwards', 'of', 'released', 'before', 'he', 'is', 'done']"
1,@FAGHETTIOS speak english prude ass white bitch,"['speak', 'english', 'prude', 'ass', 'white', 'bitch']"
1,"RT @HunneeMolassess: so if her legs dont rub together that means her pwoosy is trash? ...
i just heard this.","['so', 'if', 'her', 'legs', 'dont', 'rub', 'together', 'that', 'means', 'her', 'pwoosy', 'is', 'trash', 'just', 'heard', 'this']"
1,@kayysavage @Montea_Rollin I know bitch,"['know', 'bitch']"
1,I've eaten six packs of hello kitty fruit snacks today because I can bitch I'm an adult.,"['ve', 'eaten', 'six', 'packs', 'of', 'hello', 'kitty', 'fruit', 'snacks', 'today', 'because', 'can', 'bitch', 'an', 'adult']"
1,@alexisxisabel death to attention hoes,"['death', 'to', 'attention', 'hoes']"
0,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!","['its', 'the', 'grape', 'crackhead', 'charlie', 'brown']"
1,RT @HellaRatchet: #FreshmanAdvice Rolling backpacks get all the bitches,"['freshmanadvice', 'rolling', 'backpacks', 'get', 'all', 'the', 'bitches']"
0,"I can't even find it in me to mock anymore. This is scary. This mass ignorance is terrifying. RT @KateElliottSFF Yes, alas, I agree.","['can', 'even', 'find', 'it', 'in', 'me', 'to', 'mock', 'anymore', 'this', 'is', 'scary', 'this', 'mass', 'ignorance', 'is', 'terrifying', 'rt', 'yes', 'alas', 'agree']"
1,@ebgbz1 @RussellTpot This bitch sees that as not an attack because Muslims are only 1% (no idea where he maths),"['this', 'bitch', 'sees', 'that', 'as', 'not', 'an', 'attack', 'because', 'muslims', 'are', 'only', 'no', 'idea', 'where', 'he', 'maths']"
0,Currently being hit with the jig. Word.,"['currently', 'being', 'hit', 'with', 'the', 'jig', 'word']"
1,Wen yu see uh bad bitch n wanna holla say Ayyy,"['wen', 'yu', 'see', 'uh', 'bad', 'bitch', 'wanna', 'holla', 'say', 'ayyy']"
1,RT @iamhusk: When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB,"['when', 'you', 'having', 'girls', 'night', 'and', 'you', 'cooking', 'for', 'ya', 'bitches', 'ctfu', 'ghettogirls', 'https', 'co', 'yigkbrldhb']"
1,RT @NoChillPaz: That bitch is dirty http://t.co/gWvAnyKzoo,"['that', 'bitch', 'is', 'dirty', 'http', 'co', 'gwvanykzoo']"
1,But I can't buy tomorrow. That's why I go hard hoe.,"['but', 'can', 'buy', 'tomorrow', 'that', 'why', 'go', 'hard', 'hoe']"
1,Omg bruh said this bitch look like a female JB smoove lmao http://t.co/UR5n1iuwjM,"['co', 'ur', 'iuwjm']"
0,RT @SaraLuvvXXX: Today @GlennAlfonso did my hair and makeup.. He always tries to make me look like a monkey. http://t.co/tym2JD7h3Z,"['today', 'did', 'my', 'hair', 'and', 'makeup', 'he', 'always', 'tries', 'to', 'make', 'me', 'look', 'like', 'monkey', 'http', 'co', 'tym', 'jd']"
0,@khamillkilroy &#128514;&#128514; Shy Glizzy,"['shy', 'glizzy']"
0,@Pete_OR i prefer zebra visually. Didn't know about lesser costs.,"['prefer', 'zebra', 'visually', 'didn', 'know', 'about', 'lesser', 'costs']"
0,@KenSuttling The spear chuckers are flooding into Upton Park.,"['the', 'spear', 'chuckers', 'are', 'flooding', 'into', 'upton', 'park']"
0,Thank you Charlie #FF @Charlie4927 @StacyDmomof5 @PattiSM74 @RevkahJC @cantUCIMblonde @Kacado,"['thank', 'you', 'charlie', 'ff']"
1,RT @wegomakeit: pussy pussy pussy i smell ya frum bout a mile away&#128564;,"['pussy', 'pussy', 'pussy', 'smell', 'ya', 'frum', 'bout', 'mile', 'away']"
0,"@michigannews13 an coaches dont put them in positions to be successful, the offensive struggles can all be put on gardner, program is trash","['an', 'coaches', 'dont', 'put', 'them', 'in', 'positions', 'to', 'be', 'successful', 'the', 'offensive', 'struggles', 'can', 'all', 'be', 'put', 'on', 'gardner', 'program', 'is', 'trash']"
1,@Oskzilla in San Diego niggah!,"['in', 'san', 'diego', 'niggah']"
0,@Wimp_W_Diesel yu forgot we beat yall? Thats like a garbage man calling a janitor trash,"['yu', 'forgot', 'we', 'beat', 'yall', 'thats', 'like', 'garbage', 'man', 'calling', 'janitor', 'trash']"
0,RT @transtrenda: Okay okay but. Trans birds,"['okay', 'okay', 'but', 'trans', 'birds']"
1,RT @Nigel_D: RT: @JoeBudden I just wanna state for the record that I don&#8217;t have any hoes. - http://t.co/pcd2slVKxy,"['rt', 'just', 'wanna', 'state', 'for', 'the', 'record', 'that', 'don', 'have', 'any', 'hoes', 'http', 'co', 'pcd', 'slvkxy']"
1,I hate pumpkin flavored items you other white bitches are crazy they're nasty &#128567;,"['hate', 'pumpkin', 'flavored', 'items', 'you', 'other', 'white', 'bitches', 'are', 'crazy', 'they', 're', 'nasty']"
0,"RT @ProBirdRights: i see you again didn't election bird for government, america. that okay. i guess i just take this free cookie for everyo&#8230;","['see', 'you', 'again', 'didn', 'election', 'bird', 'for', 'government', 'america', 'that', 'okay', 'guess', 'just', 'take', 'this', 'free', 'cookie', 'for', 'everyo']"
0,@Lucci_Dpc What did I prove for you? That you're blissfully ignorant? Group thinker? Political chump and race traitor?,"['what', 'did', 'prove', 'for', 'you', 'that', 'you', 're', 'blissfully', 'ignorant', 'group', 'thinker', 'political', 'chump', 'and', 'race', 'traitor']"
1,RT @PRAYINGFORGEMS: the timeline boring because all the hoes out right now probably getting fucked or planning too,"['the', 'timeline', 'boring', 'because', 'all', 'the', 'hoes', 'out', 'right', 'now', 'probably', 'getting', 'fucked', 'or', 'planning', 'too']"
1,@TOnycranshaw22 that bitch bouta be ZOOTED,"['that', 'bitch', 'bouta', 'be', 'zooted']"
1,RT @ReevesJunya: bitch ass niggas claim to be yo homies then get on dirt .. All bitch ass niggaa can die slow,"['bitch', 'ass', 'niggas', 'claim', 'to', 'be', 'yo', 'homies', 'then', 'get', 'on', 'dirt', 'all', 'bitch', 'ass', 'niggaa', 'can', 'die', 'slow']"
1,Celebrities teeth really be white as shit. I mean don't get me wrong my shit aint yellow by far but I need whatever toothpaste they be using,"['celebrities', 'teeth', 'really', 'be', 'white', 'as', 'shit', 'mean', 'don', 'get', 'me', 'wrong', 'my', 'shit', 'aint', 'yellow', 'by', 'far', 'but', 'need', 'whatever', 'toothpaste', 'they', 'be', 'using']"
1,@yooocaly *mormon hoes ;),"['mormon', 'hoes']"
0,"RT @mpoindc: Wow, Henry Waxman gets caught in a CLASSIC Charlie LeDuff segment after Charlie comes to DC for today's GM hearing: http://t.c&#8230;","['wow', 'henry', 'waxman', 'gets', 'caught', 'in', 'classic', 'charlie', 'leduff', 'segment', 'after', 'charlie', 'comes', 'to', 'dc', 'for', 'today', 'gm', 'hearing', 'http']"
1,"RT @KeyMikeSkully: The first day of school
Lost student: say bro you know whe...
Me: cho bitch ass up. http://t.co/oE0vJuOPwD","['the', 'first', 'day', 'of', 'school', 'lost', 'student', 'say', 'bro', 'you', 'know', 'whe', 'me', 'cho', 'bitch', 'ass', 'up', 'http', 'co', 'oe', 'vjuopwd']"
0,"For those wondering why DHS was buying up all the ammo, now you know. Once the Charlie Manson er, @BarackObama race war starts its on #POTUS","['for', 'those', 'wondering', 'why', 'dhs', 'was', 'buying', 'up', 'all', 'the', 'ammo', 'now', 'you', 'know', 'once', 'the', 'charlie', 'manson', 'er', 'race', 'war', 'starts', 'its', 'on', 'potus']"
0,"RT @TooFab: Finally! Warner Bros. making superhero films starring a woman, person of color and actor who identifies as ""queer"" http://t.co/&#8230;","['finally', 'warner', 'bros', 'making', 'superhero', 'films', 'starring', 'woman', 'person', 'of', 'color', 'and', 'actor', 'who', 'identifies', 'as', 'queer', 'http', 'co']"
1,If you rat on your family just so you don't get in trouble you're a little bitch #BloodThickerThanWater,"['if', 'you', 'rat', 'on', 'your', 'family', 'just', 'so', 'you', 'don', 'get', 'in', 'trouble', 'you', 're', 'little', 'bitch']"
1,RT @ItzShowtim3: Don't forget how Nikko was digging in her booty RT @oneshadowlove: Sex tape gave her a head bigger than that pussy and for&#8230;,"['don', 'forget', 'how', 'nikko', 'was', 'digging', 'in', 'her', 'booty', 'rt', 'sex', 'tape', 'gave', 'her', 'head', 'bigger', 'than', 'that', 'pussy', 'and', 'for']"
0,"If you've ever been to drunk to fish, you might be a redneck","['if', 'you', 've', 'ever', 'been', 'to', 'drunk', 'to', 'fish', 'you', 'might', 'be', 'redneck']"
0,@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?,"['random', 'thought', 'if', 'bird', 'crossing', 'the', 'path', 'of', 'fg', 'try', 'were', 'impacted', 'by', 'ball', 'causing', 'it', 'to', 'deflect', 'off', 'course', 're', 'kick', 'or', 'miss']"
1,Otters would make cool pets if they weren't such cunts.,"['otters', 'would', 'make', 'cool', 'pets', 'if', 'they', 'weren', 'such', 'cunts']"
0,Figure all da ofay like to see my family pitcher http://t.co/5WXgKbCM29,"['co', 'wxgkbcm']"
1,RT @Ivan_splash: If you gotta talk shit about another nigga to get pussy you weaaak,"['if', 'you', 'gotta', 'talk', 'shit', 'about', 'another', 'nigga', 'to', 'get', 'pussy', 'you', 'weaaak']"
